vehicle_id,timestamp,engine_temperature,tire_pressure,brake_wear,battery_voltage
9,2024-11-08 11:54:36.678852,87.64,30.06,30.21,12.25
9,2024-11-08 11:59:36.678852,98.33,30.86,52.43,13.4
9,2024-11-08 12:04:36.678852,71.68,32.68,37.66,12.22
9,2024-11-08 12:09:36.678852,88.99,31.17,61.16,13.05
9,2024-11-08 12:14:36.678852,87.69,30.23,83.14,13.36
9,2024-11-08 12:19:36.678852,105.02,33.61,74.55,12.67
9,2024-11-08 12:24:36.678852,77.6,32.86,78.35,12.12
9,2024-11-08 12:29:36.678852,94.62,32.16,30.88,12.79
9,2024-11-08 12:34:36.678852,97.12,34.43,72.71,14.05
9,2024-11-08 12:39:36.678852,74.28,31.23,9.0,12.49
9,2024-11-08 12:44:36.678852,93.5,30.42,20.3,13.07
9,2024-11-08 12:49:36.678852,71.01,30.03,30.21,12.96
9,2024-11-08 12:54:36.678852,98.29,34.11,1.31,13.24
9,2024-11-08 12:59:36.678852,78.63,33.73,12.14,13.22
9,2024-11-08 13:04:36.678852,80.71,33.69,65.84,13.62
9,2024-11-08 13:09:36.678852,82.93,32.8,5.33,12.03
9,2024-11-08 13:14:36.678852,102.61,30.67,86.76,12.5
9,2024-11-08 13:19:36.678852,77.52,32.45,80.28,13.5
9,2024-11-08 13:24:36.678852,109.71,30.73,0.45,13.57
9,2024-11-08 13:29:36.678852,87.87,33.52,62.43,13.52
9,2024-11-08 13:34:36.678852,109.36,32.72,74.35,13.09
9,2024-11-08 13:39:36.678852,105.6,33.06,39.96,12.05
9,2024-11-08 13:44:36.678852,73.69,30.47,45.15,13.17
9,2024-11-08 13:49:36.678852,96.42,32.32,44.67,12.45
9,2024-11-08 13:54:36.678852,97.05,31.2,96.09,13.97
9,2024-11-08 13:59:36.678852,76.01,33.04,58.56,12.82
9,2024-11-08 14:04:36.678852,84.86,33.16,33.24,13.74
9,2024-11-08 14:09:36.678852,93.06,34.03,44.34,13.37
9,2024-11-08 14:14:36.678852,102.44,30.5,71.31,13.99
9,2024-11-08 14:19:36.678852,108.59,30.57,35.85,13.68
9,2024-11-08 14:24:36.678852,74.3,31.34,48.24,14.03
9,2024-11-08 14:29:36.678852,84.54,30.01,30.62,12.79
9,2024-11-08 14:34:36.678852,94.51,31.43,36.14,14.31
9,2024-11-08 14:39:36.678852,82.6,33.67,87.23,13.84
9,2024-11-08 14:44:36.678852,103.08,31.74,30.99,13.26
9,2024-11-08 14:49:36.678852,95.17,31.46,30.91,12.04
9,2024-11-08 14:54:36.678852,101.82,34.27,41.58,12.77
9,2024-11-08 14:59:36.678852,76.29,33.87,47.86,12.55
9,2024-11-08 15:04:36.678852,85.66,32.61,42.01,14.14
9,2024-11-08 15:09:36.678852,77.66,30.76,42.19,13.36
9,2024-11-08 15:14:36.678852,108.13,32.86,34.65,13.37
9,2024-11-08 15:19:36.678852,77.86,33.87,50.78,12.4
9,2024-11-08 15:24:36.678852,82.14,34.45,28.81,13.99
9,2024-11-08 15:29:36.678852,108.61,32.53,74.51,13.08
9,2024-11-08 15:34:36.678852,97.67,33.5,6.91,13.57
9,2024-11-08 15:39:36.678852,85.43,32.78,50.48,13.76
9,2024-11-08 15:44:36.678852,72.65,33.44,15.1,12.21
9,2024-11-08 15:49:36.678852,80.93,34.29,88.39,12.63
9,2024-11-08 15:54:36.678852,83.54,32.74,21.5,14.12
9,2024-11-08 15:59:36.678852,104.23,32.38,77.95,12.4
9,2024-11-08 16:04:36.678852,71.47,34.83,98.69,12.97
9,2024-11-08 16:09:36.678852,74.75,32.74,66.76,14.13
9,2024-11-08 16:14:36.678852,82.48,31.41,99.18,14.31
9,2024-11-08 16:19:36.678852,99.91,32.12,42.75,14.03
9,2024-11-08 16:24:36.678852,89.5,32.21,57.84,13.05
9,2024-11-08 16:29:36.678852,108.63,31.68,85.57,13.39
9,2024-11-08 16:34:36.678852,72.65,34.31,49.48,12.01
9,2024-11-08 16:39:36.678852,80.51,34.04,91.28,13.99
9,2024-11-08 16:44:36.678852,86.61,33.69,26.62,14.07
9,2024-11-08 16:49:36.678852,73.69,30.4,30.11,12.87
9,2024-11-08 16:54:36.678852,96.0,34.09,16.94,13.07
9,2024-11-08 16:59:36.678852,76.25,30.75,81.97,14.19
9,2024-11-08 17:04:36.678852,99.98,30.82,70.92,13.1
9,2024-11-08 17:09:36.678852,89.92,34.58,85.59,13.21
9,2024-11-08 17:14:36.678852,95.56,30.15,47.12,14.1
9,2024-11-08 17:19:36.678852,76.99,30.73,65.35,12.14
9,2024-11-08 17:24:36.678852,96.31,31.31,13.75,12.96
9,2024-11-08 17:29:36.678852,107.45,30.04,82.88,12.76
9,2024-11-08 17:34:36.678852,103.3,33.94,25.16,14.26
9,2024-11-08 17:39:36.678852,107.06,31.27,95.84,13.53
9,2024-11-08 17:44:36.678852,109.97,31.64,65.3,12.28
9,2024-11-08 17:49:36.678852,91.04,30.76,67.66,14.45
9,2024-11-08 17:54:36.678852,83.96,33.75,61.11,13.67
9,2024-11-08 17:59:36.678852,82.65,34.52,43.41,12.11
9,2024-11-08 18:04:36.678852,104.9,30.21,50.94,13.93
9,2024-11-08 18:09:36.678852,94.43,33.72,13.53,13.0
9,2024-11-08 18:14:36.678852,106.75,32.64,31.54,14.06
9,2024-11-08 18:19:36.678852,96.4,34.27,11.49,13.0
9,2024-11-08 18:24:36.678852,70.67,30.31,62.72,13.65
9,2024-11-08 18:29:36.678852,80.67,33.52,42.1,13.15
9,2024-11-08 18:34:36.678852,78.65,32.33,75.55,14.42
9,2024-11-08 18:39:36.678852,93.28,30.19,1.56,12.42
9,2024-11-08 18:44:36.678852,89.62,31.48,52.48,14.36
9,2024-11-08 18:49:36.678852,91.56,31.41,37.2,13.55
9,2024-11-08 18:54:36.678852,71.19,33.79,91.39,13.16
9,2024-11-08 18:59:36.678852,92.66,30.92,97.71,12.4
9,2024-11-08 19:04:36.678852,77.65,30.04,45.98,12.97
9,2024-11-08 19:09:36.678852,84.25,30.21,36.43,12.71
9,2024-11-08 19:14:36.678852,91.73,31.0,34.54,12.8
9,2024-11-08 19:19:36.678852,95.01,30.41,62.48,13.15
9,2024-11-08 19:24:36.678852,85.45,32.89,67.79,12.39
9,2024-11-08 19:29:36.678852,77.05,32.66,49.11,13.31
9,2024-11-08 19:34:36.678852,99.76,32.24,61.04,12.95
9,2024-11-08 19:39:36.678852,88.96,30.16,74.01,12.85
9,2024-11-08 19:44:36.678852,76.28,33.48,78.7,13.72
9,2024-11-08 19:49:36.678852,74.83,34.47,48.47,12.41
9,2024-11-08 19:54:36.678852,96.96,30.07,13.5,12.81
9,2024-11-08 19:59:36.678852,75.76,30.04,69.18,13.74
9,2024-11-08 20:04:36.678852,76.54,32.3,56.3,12.36
9,2024-11-08 20:09:36.678852,79.93,32.52,70.17,13.81
9,2024-11-08 20:14:36.678852,75.08,34.21,69.95,13.45
9,2024-11-08 20:19:36.678852,100.17,31.56,52.78,13.86
9,2024-11-08 20:24:36.678852,102.4,33.25,88.27,12.2
9,2024-11-08 20:29:36.678852,81.36,32.89,57.93,13.98
9,2024-11-08 20:34:36.678852,102.18,34.69,79.14,12.83
9,2024-11-08 20:39:36.678852,86.45,33.66,33.77,14.13
9,2024-11-08 20:44:36.678852,74.26,34.95,79.74,13.91
9,2024-11-08 20:49:36.678852,77.39,32.72,99.47,13.86
9,2024-11-08 20:54:36.678852,96.85,30.67,35.21,12.79
9,2024-11-08 20:59:36.678852,98.64,34.53,12.57,12.79
9,2024-11-08 21:04:36.678852,94.76,33.57,57.91,13.58
9,2024-11-08 21:09:36.678852,77.21,30.14,45.75,13.66
9,2024-11-08 21:14:36.678852,77.13,32.63,10.99,13.16
9,2024-11-08 21:19:36.678852,84.07,30.51,5.65,14.24
9,2024-11-08 21:24:36.678852,93.83,33.27,75.53,12.32
9,2024-11-08 21:29:36.678852,107.78,31.94,21.28,13.12
9,2024-11-08 21:34:36.678852,83.32,30.05,91.46,13.46
9,2024-11-08 21:39:36.678852,83.4,32.7,67.06,14.07
9,2024-11-08 21:44:36.678852,81.52,34.28,97.65,12.55
9,2024-11-08 21:49:36.678852,77.2,34.66,69.14,14.24
9,2024-11-08 21:54:36.678852,100.56,30.04,66.16,13.69
9,2024-11-08 21:59:36.678852,101.31,33.07,80.91,13.67
9,2024-11-08 22:04:36.678852,70.63,34.86,28.84,12.67
9,2024-11-08 22:09:36.678852,84.93,32.44,31.53,12.89
9,2024-11-08 22:14:36.678852,93.21,33.15,93.03,13.35
9,2024-11-08 22:19:36.678852,82.62,34.36,16.08,14.27
9,2024-11-08 22:24:36.678852,79.83,31.66,57.81,13.84
9,2024-11-08 22:29:36.678852,95.9,33.46,91.2,14.15
9,2024-11-08 22:34:36.678852,82.54,32.06,54.56,13.69
9,2024-11-08 22:39:36.678852,105.99,33.35,3.97,12.91
9,2024-11-08 22:44:36.678852,86.32,33.26,48.55,14.15
9,2024-11-08 22:49:36.678852,71.97,32.89,93.4,12.69
9,2024-11-08 22:54:36.678852,104.91,30.53,63.33,13.3
9,2024-11-08 22:59:36.678852,93.11,33.23,92.28,13.03
9,2024-11-08 23:04:36.678852,93.23,33.61,44.84,13.8
9,2024-11-08 23:09:36.678852,88.28,33.77,88.78,13.04
9,2024-11-08 23:14:36.678852,104.74,32.36,79.76,13.11
9,2024-11-08 23:19:36.678852,81.88,31.18,47.53,13.83
9,2024-11-08 23:24:36.678852,81.11,30.03,47.56,12.13
9,2024-11-08 23:29:36.678852,70.11,34.8,74.89,14.11
9,2024-11-08 23:34:36.678852,81.03,33.85,48.02,13.75
9,2024-11-08 23:39:36.678852,89.59,33.48,93.25,14.3
9,2024-11-08 23:44:36.678852,79.03,33.43,30.97,14.47
9,2024-11-08 23:49:36.678852,85.65,32.73,59.21,12.77
9,2024-11-08 23:54:36.678852,76.01,32.37,86.12,13.21
9,2024-11-08 23:59:36.678852,77.7,33.61,13.34,13.58
9,2024-11-09 00:04:36.678852,83.39,34.94,61.6,12.67
9,2024-11-09 00:09:36.678852,102.27,34.84,27.62,12.72
9,2024-11-09 00:14:36.678852,90.79,31.84,39.9,14.4
9,2024-11-09 00:19:36.678852,105.42,33.59,63.08,13.9
9,2024-11-09 00:24:36.678852,91.54,31.97,40.13,12.39
9,2024-11-09 00:29:36.678852,89.22,33.14,74.1,13.62
9,2024-11-09 00:34:36.678852,87.92,34.85,19.34,12.41
9,2024-11-09 00:39:36.678852,101.63,32.38,44.27,13.19
9,2024-11-09 00:44:36.678852,73.43,32.55,95.47,12.04
9,2024-11-09 00:49:36.678852,83.92,31.07,18.93,12.54
9,2024-11-09 00:54:36.678852,106.2,34.19,61.42,12.06
9,2024-11-09 00:59:36.678852,88.04,32.33,19.99,13.71
9,2024-11-09 01:04:36.678852,71.5,31.08,97.61,14.42
9,2024-11-09 01:09:36.678852,87.14,33.8,91.44,13.54
9,2024-11-09 01:14:36.678852,90.76,30.73,60.74,12.33
9,2024-11-09 01:19:36.678852,86.82,33.23,94.83,12.88
9,2024-11-09 01:24:36.678852,81.41,32.47,0.35,12.11
9,2024-11-09 01:29:36.678852,71.67,30.44,57.78,13.03
9,2024-11-09 01:34:36.678852,81.75,34.86,16.78,13.94
9,2024-11-09 01:39:36.678852,85.11,32.64,38.78,12.58
9,2024-11-09 01:44:36.678852,77.25,30.89,3.29,12.13
9,2024-11-09 01:49:36.678852,100.81,30.93,62.08,14.43
9,2024-11-09 01:54:36.678852,85.96,32.83,63.1,12.34
9,2024-11-09 01:59:36.678852,86.03,32.39,84.82,14.49
9,2024-11-09 02:04:36.678852,73.16,30.7,33.93,12.43
9,2024-11-09 02:09:36.678852,102.98,34.17,9.34,12.08
9,2024-11-09 02:14:36.678852,100.76,33.16,94.29,14.29
9,2024-11-09 02:19:36.678852,104.5,34.47,88.89,13.05
9,2024-11-09 02:24:36.678852,95.13,31.42,62.5,14.27
9,2024-11-09 02:29:36.678852,83.33,30.57,88.55,12.94
9,2024-11-09 02:34:36.678852,91.24,32.23,80.88,12.39
9,2024-11-09 02:39:36.678852,101.56,30.07,77.23,13.46
9,2024-11-09 02:44:36.678852,96.9,31.51,11.18,14.4
9,2024-11-09 02:49:36.678852,96.41,30.98,37.89,12.16
9,2024-11-09 02:54:36.678852,77.55,33.66,50.46,13.36
9,2024-11-09 02:59:36.678852,72.35,34.99,72.14,14.02
9,2024-11-09 03:04:36.678852,93.27,32.9,83.42,13.29
9,2024-11-09 03:09:36.678852,102.04,30.66,47.68,13.61
9,2024-11-09 03:14:36.678852,73.41,31.0,66.41,12.88
9,2024-11-09 03:19:36.678852,98.05,33.74,39.56,12.4
9,2024-11-09 03:24:36.678852,102.89,30.47,10.76,13.93
9,2024-11-09 03:29:36.678852,108.11,30.81,95.59,14.06
9,2024-11-09 03:34:36.678852,93.95,32.44,52.23,13.64
9,2024-11-09 03:39:36.678852,108.51,32.21,18.56,14.14
9,2024-11-09 03:44:36.678852,85.35,33.24,73.14,12.52
9,2024-11-09 03:49:36.678852,85.55,33.09,46.95,14.43
9,2024-11-09 03:54:36.678852,76.25,30.7,79.56,14.34
9,2024-11-09 03:59:36.678852,74.43,34.08,81.97,13.03
9,2024-11-09 04:04:36.678852,90.97,32.27,92.55,12.0
9,2024-11-09 04:09:36.678852,82.73,34.79,22.83,14.33
9,2024-11-09 04:14:36.678852,109.15,34.73,29.94,12.65
9,2024-11-09 04:19:36.678852,93.72,34.04,79.81,14.01
9,2024-11-09 04:24:36.678852,88.1,31.06,87.58,13.72
9,2024-11-09 04:29:36.678852,89.5,33.58,39.05,14.44
9,2024-11-09 04:34:36.678852,78.05,34.99,12.47,14.23
9,2024-11-09 04:39:36.678852,88.21,34.7,70.71,14.43
9,2024-11-09 04:44:36.678852,75.37,33.57,15.07,13.38
9,2024-11-09 04:49:36.678852,88.92,34.41,22.33,14.21
9,2024-11-09 04:54:36.678852,79.96,33.27,80.15,14.32
9,2024-11-09 04:59:36.678852,90.02,32.31,38.08,13.55
10,2024-11-08 05:04:36.678852,73.95,34.62,66.07,13.33
10,2024-11-08 05:09:36.678852,105.46,30.01,50.31,12.57
10,2024-11-08 05:14:36.678852,99.63,30.48,16.98,14.41
10,2024-11-08 05:19:36.678852,98.46,30.39,31.76,12.03
10,2024-11-08 05:24:36.678852,89.71,30.19,94.83,12.81
10,2024-11-08 05:29:36.678852,105.75,32.03,0.77,13.78
10,2024-11-08 05:34:36.678852,74.78,32.06,87.48,13.73
10,2024-11-08 05:39:36.678852,101.58,32.34,30.88,14.36
10,2024-11-08 05:44:36.678852,79.78,33.09,64.33,12.1
10,2024-11-08 05:49:36.678852,86.5,34.59,78.75,12.77
10,2024-11-08 05:54:36.678852,90.97,31.02,81.49,13.93
10,2024-11-08 05:59:36.678852,72.29,34.63,39.06,14.39
10,2024-11-08 06:04:36.678852,103.44,31.44,45.05,12.78
10,2024-11-08 06:09:36.678852,104.81,31.16,52.21,14.0
10,2024-11-08 06:14:36.678852,87.31,32.17,43.79,12.3
10,2024-11-08 06:19:36.678852,106.55,33.28,57.45,12.91
10,2024-11-08 06:24:36.678852,70.41,32.59,56.6,12.22
10,2024-11-08 06:29:36.678852,98.04,30.05,74.71,14.19
10,2024-11-08 06:34:36.678852,71.43,34.02,54.44,14.2
10,2024-11-08 06:39:36.678852,85.27,31.25,19.9,13.86
10,2024-11-08 06:44:36.678852,90.76,33.66,91.6,12.5
10,2024-11-08 06:49:36.678852,72.46,33.34,61.62,12.02
10,2024-11-08 06:54:36.678852,93.91,33.15,71.78,14.18
10,2024-11-08 06:59:36.678852,109.29,32.95,76.91,13.43
10,2024-11-08 07:04:36.678852,101.45,32.82,1.51,14.17
10,2024-11-08 07:09:36.678852,84.86,32.01,10.26,12.65
10,2024-11-08 07:14:36.678852,71.31,33.26,46.09,12.51
10,2024-11-08 07:19:36.678852,78.35,33.17,7.74,14.32
10,2024-11-08 07:24:36.678852,80.55,31.69,63.71,12.98
10,2024-11-08 07:29:36.678852,107.33,31.09,19.94,13.94
10,2024-11-08 07:34:36.678852,79.66,31.51,32.7,12.6
10,2024-11-08 07:39:36.678852,107.6,31.83,78.43,12.52
10,2024-11-08 07:44:36.678852,105.66,34.9,47.42,12.25
10,2024-11-08 07:49:36.678852,80.13,31.95,87.28,12.85
10,2024-11-08 07:54:36.678852,105.63,30.58,29.8,13.45
10,2024-11-08 07:59:36.678852,99.7,32.98,61.39,12.31
10,2024-11-08 08:04:36.678852,87.01,31.74,50.4,13.61
10,2024-11-08 08:09:36.678852,109.7,33.86,81.24,13.97
10,2024-11-08 08:14:36.678852,78.46,32.5,47.31,13.03
10,2024-11-08 08:19:36.678852,97.08,33.98,71.23,13.45
10,2024-11-08 08:24:36.678852,91.67,34.75,29.75,12.14
10,2024-11-08 08:29:36.678852,91.3,33.8,19.38,12.81
10,2024-11-08 08:34:36.678852,89.07,30.2,28.74,13.93
10,2024-11-08 08:39:36.678852,96.05,32.01,15.32,12.11
10,2024-11-08 08:44:36.678852,96.16,34.86,31.22,12.94
10,2024-11-08 08:49:36.678852,107.23,32.63,15.28,14.34
10,2024-11-08 08:54:36.678852,82.53,30.37,39.51,13.4
10,2024-11-08 08:59:36.678852,94.45,34.65,44.95,13.24
10,2024-11-08 09:04:36.678852,77.32,32.73,50.29,13.49
10,2024-11-08 09:09:36.678852,94.43,33.39,41.04,13.89
10,2024-11-08 09:14:36.678852,107.76,32.47,81.33,13.71
10,2024-11-08 09:19:36.678852,101.22,34.06,56.23,12.5
10,2024-11-08 09:24:36.678852,71.37,34.48,74.54,14.26
10,2024-11-08 09:29:36.678852,109.94,33.02,52.03,13.95
10,2024-11-08 09:34:36.678852,85.22,30.72,57.71,14.06
10,2024-11-08 09:39:36.678852,75.66,34.79,27.01,13.24
10,2024-11-08 09:44:36.678852,100.41,34.47,75.99,13.45
10,2024-11-08 09:49:36.678852,103.56,33.34,92.3,13.18
10,2024-11-08 09:54:36.678852,81.94,34.55,21.13,14.04
10,2024-11-08 09:59:36.678852,94.23,32.27,69.09,13.59
10,2024-11-08 10:04:36.678852,109.98,34.65,51.76,13.62
10,2024-11-08 10:09:36.678852,76.13,31.22,45.42,14.37
10,2024-11-08 10:14:36.678852,93.37,30.06,97.33,13.63
10,2024-11-08 10:19:36.678852,94.94,31.96,33.92,12.09
10,2024-11-08 10:24:36.678852,109.14,33.28,22.86,12.12
10,2024-11-08 10:29:36.678852,90.99,31.64,29.37,13.11
10,2024-11-08 10:34:36.678852,93.59,33.44,63.63,12.2
10,2024-11-08 10:39:36.678852,102.26,34.95,97.94,13.22
10,2024-11-08 10:44:36.678852,101.3,31.77,8.06,14.03
10,2024-11-08 10:49:36.678852,72.56,33.35,19.52,13.7
10,2024-11-08 10:54:36.678852,88.09,32.92,75.34,13.8
10,2024-11-08 10:59:36.678852,70.68,31.6,22.61,13.6
10,2024-11-08 11:04:36.678852,101.38,30.82,26.54,12.43
10,2024-11-08 11:09:36.678852,93.19,31.52,1.85,13.72
10,2024-11-08 11:14:36.678852,72.52,31.18,5.83,12.83
10,2024-11-08 11:19:36.678852,101.67,32.95,82.52,14.34
10,2024-11-08 11:24:36.678852,96.17,33.62,40.93,13.52
10,2024-11-08 11:29:36.678852,95.66,34.94,5.58,12.85
10,2024-11-08 11:34:36.678852,82.61,34.39,40.65,12.23
10,2024-11-08 11:39:36.678852,73.35,32.69,46.77,13.54
10,2024-11-08 11:44:36.678852,109.35,34.43,19.79,13.42
10,2024-11-08 11:49:36.678852,84.82,33.18,86.72,14.11
10,2024-11-08 11:54:36.678852,90.81,34.35,34.38,12.41
10,2024-11-08 11:59:36.678852,103.2,33.25,25.31,13.84
10,2024-11-08 12:04:36.678852,98.14,30.19,76.86,12.13
10,2024-11-08 12:09:36.678852,94.11,33.38,47.25,12.22
10,2024-11-08 12:14:36.678852,83.01,34.54,45.33,12.17
10,2024-11-08 12:19:36.678852,102.8,33.89,95.71,14.16
10,2024-11-08 12:24:36.678852,79.41,30.35,77.24,12.65
10,2024-11-08 12:29:36.678852,99.04,31.57,50.75,13.96
10,2024-11-08 12:34:36.678852,91.33,34.62,96.83,12.59
10,2024-11-08 12:39:36.678852,89.7,31.23,16.76,14.18
10,2024-11-08 12:44:36.678852,94.09,32.67,70.48,14.39
10,2024-11-08 12:49:36.678852,93.95,33.45,37.36,14.42
10,2024-11-08 12:54:36.678852,87.39,31.77,50.53,14.06
10,2024-11-08 12:59:36.678852,107.42,32.62,15.36,12.11
10,2024-11-08 13:04:36.678852,81.34,32.66,41.69,12.56
10,2024-11-08 13:09:36.678852,88.32,32.83,60.39,12.37
10,2024-11-08 13:14:36.678852,103.47,31.53,73.91,13.65
10,2024-11-08 13:19:36.678852,91.95,30.65,66.6,14.38
10,2024-11-08 13:24:36.678852,98.95,34.44,28.59,13.96
10,2024-11-08 13:29:36.678852,107.44,32.33,66.48,12.71
10,2024-11-08 13:34:36.678852,106.18,31.64,44.95,13.64
10,2024-11-08 13:39:36.678852,101.93,30.26,91.25,14.07
10,2024-11-08 13:44:36.678852,97.96,31.6,2.93,13.02
10,2024-11-08 13:49:36.678852,106.34,31.34,0.62,13.95
10,2024-11-08 13:54:36.678852,105.3,31.53,61.94,13.58
10,2024-11-08 13:59:36.678852,102.85,34.36,39.59,14.17
10,2024-11-08 14:04:36.678852,92.94,31.11,32.66,14.07
10,2024-11-08 14:09:36.678852,104.67,30.09,4.06,13.67
10,2024-11-08 14:14:36.678852,71.99,33.38,91.57,13.08
10,2024-11-08 14:19:36.678852,86.65,30.12,41.64,13.87
10,2024-11-08 14:24:36.678852,89.65,34.43,92.02,13.54
10,2024-11-08 14:29:36.678852,92.34,31.71,37.83,13.67
10,2024-11-08 14:34:36.678852,84.42,34.5,91.24,12.94
10,2024-11-08 14:39:36.678852,77.2,33.93,20.83,13.72
10,2024-11-08 14:44:36.678852,106.48,30.77,46.54,12.37
10,2024-11-08 14:49:36.678852,83.06,34.81,5.14,13.6
10,2024-11-08 14:54:36.678852,88.41,33.29,76.46,12.71
10,2024-11-08 14:59:36.678852,72.97,32.8,74.24,13.02
10,2024-11-08 15:04:36.678852,74.21,30.94,16.27,13.99
10,2024-11-08 15:09:36.678852,89.1,31.53,90.22,14.34
10,2024-11-08 15:14:36.678852,84.5,34.99,54.75,12.98
10,2024-11-08 15:19:36.678852,105.03,31.47,3.36,13.14
10,2024-11-08 15:24:36.678852,97.27,30.29,29.53,14.35
10,2024-11-08 15:29:36.678852,92.12,33.92,56.52,13.19
10,2024-11-08 15:34:36.678852,78.53,33.81,68.66,12.11
10,2024-11-08 15:39:36.678852,106.72,34.71,92.88,12.15
10,2024-11-08 15:44:36.678852,99.52,32.31,47.83,13.98
10,2024-11-08 15:49:36.678852,105.1,32.54,95.17,12.03
10,2024-11-08 15:54:36.678852,90.44,33.42,20.56,12.14
10,2024-11-08 15:59:36.678852,72.78,34.51,37.18,13.37
10,2024-11-08 16:04:36.678852,104.03,32.4,11.8,12.94
10,2024-11-08 16:09:36.678852,90.49,30.17,53.58,13.64
10,2024-11-08 16:14:36.678852,87.68,34.18,41.0,13.08
10,2024-11-08 16:19:36.678852,81.5,34.34,58.39,12.77
10,2024-11-08 16:24:36.678852,81.59,31.14,85.47,13.38
10,2024-11-08 16:29:36.678852,98.61,31.06,86.6,14.31
10,2024-11-08 16:34:36.678852,98.84,31.59,50.97,12.37
10,2024-11-08 16:39:36.678852,97.48,33.75,73.42,13.55
10,2024-11-08 16:44:36.678852,102.39,32.32,90.43,13.6
10,2024-11-08 16:49:36.678852,79.92,34.36,60.52,14.26
10,2024-11-08 16:54:36.678852,109.67,34.83,64.71,12.43
10,2024-11-08 16:59:36.678852,86.33,33.75,73.5,13.61
10,2024-11-08 17:04:36.678852,91.11,30.55,28.08,12.11
10,2024-11-08 17:09:36.678852,77.11,34.85,9.8,14.02
10,2024-11-08 17:14:36.678852,97.87,30.13,29.4,13.78
10,2024-11-08 17:19:36.678852,82.78,34.05,42.79,13.45
10,2024-11-08 17:24:36.678852,90.13,33.0,69.26,14.47
10,2024-11-08 17:29:36.678852,85.71,30.81,25.13,13.52
10,2024-11-08 17:34:36.678852,88.9,30.75,33.79,13.85
10,2024-11-08 17:39:36.678852,92.75,33.27,61.46,12.13
10,2024-11-08 17:44:36.678852,94.35,32.4,26.1,13.38
10,2024-11-08 17:49:36.678852,76.5,34.33,83.17,14.41
10,2024-11-08 17:54:36.678852,101.42,32.83,98.49,14.37
10,2024-11-08 17:59:36.678852,91.47,33.12,95.81,12.2
10,2024-11-08 18:04:36.678852,73.65,31.53,85.27,12.5
10,2024-11-08 18:09:36.678852,92.87,30.05,28.69,12.62
10,2024-11-08 18:14:36.678852,95.75,32.95,38.9,12.49
10,2024-11-08 18:19:36.678852,107.16,33.77,83.68,13.54
10,2024-11-08 18:24:36.678852,71.82,33.67,47.07,14.47
10,2024-11-08 18:29:36.678852,101.71,33.15,92.05,12.43
10,2024-11-08 18:34:36.678852,73.01,30.13,91.64,13.69
10,2024-11-08 18:39:36.678852,89.62,32.76,2.75,13.22
10,2024-11-08 18:44:36.678852,101.4,34.73,32.13,12.05
10,2024-11-08 18:49:36.678852,72.13,33.67,11.56,13.01
10,2024-11-08 18:54:36.678852,96.84,32.14,46.62,12.97
10,2024-11-08 18:59:36.678852,75.49,30.62,25.41,14.47
10,2024-11-08 19:04:36.678852,84.49,33.66,49.28,13.36
10,2024-11-08 19:09:36.678852,106.37,30.65,26.75,13.78
10,2024-11-08 19:14:36.678852,95.1,31.93,95.42,13.78
10,2024-11-08 19:19:36.678852,80.43,30.36,99.98,12.34
10,2024-11-08 19:24:36.678852,84.85,31.34,26.4,13.26
10,2024-11-08 19:29:36.678852,71.69,31.43,6.67,12.8
10,2024-11-08 19:34:36.678852,103.77,34.6,62.37,12.99
10,2024-11-08 19:39:36.678852,106.43,30.58,17.23,13.45
10,2024-11-08 19:44:36.678852,99.31,32.44,25.77,12.86
10,2024-11-08 19:49:36.678852,72.72,34.71,17.07,14.33
10,2024-11-08 19:54:36.678852,108.7,31.83,5.33,13.77
10,2024-11-08 19:59:36.678852,72.0,32.15,83.28,12.35
10,2024-11-08 20:04:36.678852,74.96,34.58,59.91,14.05
10,2024-11-08 20:09:36.678852,108.0,30.83,99.55,13.75
10,2024-11-08 20:14:36.678852,72.32,30.45,31.12,12.69
10,2024-11-08 20:19:36.678852,105.42,30.76,49.57,12.5
10,2024-11-08 20:24:36.678852,83.02,34.11,59.88,14.46
10,2024-11-08 20:29:36.678852,76.69,32.72,23.15,12.11
10,2024-11-08 20:34:36.678852,83.73,33.64,58.52,14.09
10,2024-11-08 20:39:36.678852,102.59,32.02,48.68,14.23
10,2024-11-08 20:44:36.678852,93.84,31.7,67.89,14.1
10,2024-11-08 20:49:36.678852,103.95,30.08,49.76,14.07
10,2024-11-08 20:54:36.678852,98.86,30.45,16.12,13.42
10,2024-11-08 20:59:36.678852,73.8,33.38,82.21,14.36
10,2024-11-08 21:04:36.678852,99.17,32.7,84.14,12.13
10,2024-11-08 21:09:36.678852,72.04,34.57,64.49,13.38
10,2024-11-08 21:14:36.678852,108.7,31.57,38.99,13.61
10,2024-11-08 21:19:36.678852,104.9,34.7,55.55,14.33
10,2024-11-08 21:24:36.678852,89.22,33.73,82.18,13.62
10,2024-11-08 21:29:36.678852,74.77,31.33,70.67,13.43
10,2024-11-08 21:34:36.678852,90.55,34.67,59.37,13.73
10,2024-11-08 21:39:36.678852,93.2,31.36,30.42,12.15
10,2024-11-08 21:44:36.678852,76.16,33.47,40.33,13.08
10,2024-11-08 21:49:36.678852,75.36,34.95,34.17,12.47
10,2024-11-08 21:54:36.678852,105.42,32.03,87.03,13.18
10,2024-11-08 21:59:36.678852,82.11,33.58,61.78,13.29
